,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession,PMID,PMID Count,PCA1,PCA2,Cluster
1024,ARO:3002816,clbC,clbC,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,CAL64019.1,AM408573.1,22547628,1.0,0.8635992197448826,-0.4827629195504487,3
1025,ARO:3004599,clcD,clcD,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,CAL64019.1,AM408573.1,26149991,1.0,0.860076386324784,-0.47803127600122547,3
1026,ARO:3004654,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,NZ_CP015910.2,17509804,1.0,0.886287936970919,-0.5145976324204639,3
1027,ARO:3007637,Clostridioides difficile cplR,Clostridioides difficile cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;nucleoside antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target protection,cplR,AAC32027.1,M80346.1,36951104,1.0,0.4778312802459416,0.4177709361420596,2
1028,ARO:3003357,Clostridioides difficile EF-Tu mutants conferring resistance to elfamycin,Clostridioides difficile EF-Tu mutants conferring resistance to elfamycin,elfamycin resistant EF-Tu,elfamycin antibiotic,antibiotic target alteration,Cdif_EFTu_ELF,AXU66539.1,CP012325.1,22644023,1.0,0.8653714806881111,-0.4851640401774366,3
1029,ARO:3003995,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Cdif_gyrA_FLO,AJF82744.1,CP010781.1,19364867;12848728;22508299;18480338;20226332;12384345;19818865;11451695;27842877,9.0,0.877983947669652,-0.502664738357439,3
1030,ARO:3004562,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Cdif_gyrB_FLO,ADK13120.1,CP001666.1,22508299;18480338;20226332;12384345;27842877,5.0,0.8662603417105941,-0.4863735791470139,3
1031,ARO:3004561,Clostridioides difficile murG with mutation conferring resistance to vancomycin,Clostridioides difficile murG with mutation conferring resistance to vancomycin,murG transferase,glycopeptide antibiotic,antibiotic target alteration,Cdif_murG_VAN,AAK80188.1,AE001437.1,23887866,1.0,0.9385206215760092,-0.5971590416929347,3
1032,ARO:3007671,Clostridioides difficile nimB,Clostridioides difficile nimB,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation,CdnimB,CBE03766.1,FN545816.1,37438331,1.0,-0.41676672927792424,-0.03640740505999763,0
1033,ARO:3004563,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide antibiotic;rifamycin antibiotic,antibiotic target alteration;antibiotic target replacement,Cdif_rpoB_RIF,CAB11883.2,AL009126.3,22908175;21998414;29383668;23887866;22361457;19140738;18559647,7.0,0.3934445701764048,0.1990625903436972,2
1034,ARO:3004681,Clostridioides difficile rpoC with mutation conferring resistance to vancomycin,Clostridioides difficile rpoC with mutation conferring resistance to vancomycin,vancomycin-resistant beta prime subunit of RNA polymerase (rpoC),glycopeptide antibiotic,antibiotic target alteration,Cdif_rpoC_VAN,AJP09758.1,CP010905.2,23887866,1.0,0.9385206215760092,-0.5971590416929347,3
1035,ARO:3002674,Clostridium butyricum catB,Clostridium butyricum catB,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation,Cbut_catB,AAA22081.1,M58472.1,1489203,1.0,-0.41810041989184665,0.008098778232803649,0
1036,ARO:3003773,Clostridium perfringens mprF,Clostridium perfringens mprF,defensin resistant mprF,peptide antibiotic,antibiotic target alteration,Cper_mprF,CAX52582.1,AL009126.3,19915718,1.0,0.9599485598741038,-0.6021706314453436,3
1037,ARO:3007644,Clostridium perfringes cplR,Clostridium perfringes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target protection,Cper_cplR,AAC32027.1,M80346.1,36951104,1.0,0.4832523694672393,0.42934331071165,2
1038,ARO:3007645,Clostridium sporogenes cplR,Clostridium sporogenes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;pleuromutilin antibiotic,antibiotic target protection,Cspo_cplR,AAC32027.1,M80346.1,36951104,1.0,0.4778312802459416,0.4177709361420596,2
1041,ARO:3004775,CME-1,CME-1,CME beta-lactamase,penicillin beta-lactam,antibiotic inactivation,CME-1,CAB55427.1,AJ006275.1,10471563,1.0,-0.46713043304824686,-0.04419973705260228,0
1044,ARO:3000783,cmeA,cmeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeA,WP_001985623.1,NC_010410.1,15728904,1.0,0.5574225883539787,0.7851362590720372,1
1045,ARO:3000784,cmeB,cmeB,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeB,WP_001985623.1,NC_010410.1,15728904,1.0,0.5574225883539787,0.7851362590720372,1
1046,ARO:3000785,cmeC,cmeC,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeC,WP_001985623.1,NC_010410.1,15728904,1.0,0.5574225883539787,0.7851362590720372,1
1047,ARO:3000526,cmeR,cmeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeR,WP_001985623.1,NC_010410.1,15728904,1.0,0.5574225883539787,0.7851362590720372,1
1080,ARO:3002693,cmlA1,cmlA1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA1,AMD83542.1,KT852971.1,1658833;1648560;12936998;11600350,4.0,0.5527838914647154,0.81808872479888,1
1081,ARO:3002694,cmlA4,cmlA4,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA4,AMD83542.1,KT852971.1,10681329,1.0,0.5527838914647154,0.81808872479888,1
1082,ARO:3002695,cmlA5,cmlA5,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA5,AMD83542.1,KT852971.1,10049269;19719593,2.0,0.5527838914647154,0.81808872479888,1
1083,ARO:3002696,cmlA6,cmlA6,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA6,AMD83542.1,KT852971.1,11353602,1.0,0.5527838914647154,0.81808872479888,1
1084,ARO:3004665,cmlA8,cmlA8,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA8,AMD83542.1,KT852971.1,19107398,1.0,0.5527838914647154,0.81808872479888,1
1085,ARO:3005043,cmlA9,cmlA9,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA9,AMD83542.1,KT852971.1,25315365,1.0,0.5527838914647154,0.81808872479888,1
1086,ARO:3002698,cmlB,cmlB,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlB,AMD83542.1,KT852971.1,9756755,1.0,0.5527838914647154,0.81808872479888,1
1087,ARO:3002699,cmlB1,cmlB1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlB1,AMD83542.1,KT852971.1,17224413,1.0,0.5527838914647154,0.81808872479888,1
1088,ARO:3002700,cmlv,cmlv,chloramphenicol phosphotransferase,phenicol antibiotic,antibiotic inactivation,cmlv,AAB36568.1,U09991.1,7592948,1.0,-0.41810041989184665,0.008098778232803649,0
1089,ARO:3002702,cmrA,cmrA,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmrA,AMD83542.1,KT852971.1,9226278,1.0,0.5527838914647154,0.81808872479888,1
1090,ARO:3002703,cmx,cmx,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmx,AMD83542.1,KT852971.1,8834878;9735314,2.0,0.5527838914647154,0.81808872479888,1
1091,ARO:3002012,CMY-1,CMY-1,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-1,BAC76072.1,AB107899.1,8843306,1.0,-0.5418834978996633,-0.07302393889820546,0
1092,ARO:3002021,CMY-10,CMY-10,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-10,BAC76072.1,AB107899.1,12969288,1.0,-0.5418834978996633,-0.07302393889820546,0
1101,ARO:3002120,CMY-108,CMY-108,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-108,BAC76072.1,AB107899.1,24500191,1.0,-0.5418834978996633,-0.07302393889820546,0
1103,ARO:3002022,CMY-11,CMY-11,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-11,BAC76072.1,AB107899.1,11815567,1.0,-0.5418834978996633,-0.07302393889820546,0
1104,ARO:3002071,CMY-110,CMY-110,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-110,BAC76072.1,AB107899.1,24709044,1.0,-0.5418834978996633,-0.07302393889820546,0
1114,ARO:3002023,CMY-12,CMY-12,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-12,BAC76072.1,AB107899.1,12407124,1.0,-0.5418834978996633,-0.07302393889820546,0
1122,ARO:3002024,CMY-13,CMY-13,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-13,BAC76072.1,AB107899.1,15273143,1.0,-0.5418834978996633,-0.07302393889820546,0
1123,ARO:3003138,CMY-130,CMY-130,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-130,BAC76072.1,AB107899.1,26048440,1.0,-0.5418834978996633,-0.07302393889820546,0
1128,ARO:3004778,CMY-135,CMY-135,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-135,BAC76072.1,AB107899.1,26126492,1.0,-0.5418834978996633,-0.07302393889820546,0
1129,ARO:3004854,CMY-136,CMY-136,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-136,BAC76072.1,AB107899.1,30788955,1.0,-0.5418834978996633,-0.07302393889820546,0
1133,ARO:3002025,CMY-14,CMY-14,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-14,BAC76072.1,AB107899.1,15504832,1.0,-0.5418834978996633,-0.07302393889820546,0
1144,ARO:3002026,CMY-15,CMY-15,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-15,BAC76072.1,AB107899.1,15504832,1.0,-0.5418834978996633,-0.07302393889820546,0
1145,ARO:3005016,CMY-150,CMY-150,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-150,BAC76072.1,AB107899.1,31785341,1.0,-0.5418834978996633,-0.07302393889820546,0
1155,ARO:3002027,CMY-16,CMY-16,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-16,BAC76072.1,AB107899.1,16436718,1.0,-0.5418834978996633,-0.07302393889820546,0
1177,ARO:3002029,CMY-18,CMY-18,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-18,BAC76072.1,AB107899.1,16584308,1.0,-0.5418834978996633,-0.07302393889820546,0
1183,ARO:3007695,CMY-185,CMY-185,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-185,BAC76072.1,AB107899.1,37574665,1.0,-0.5418834978996633,-0.07302393889820546,0
1187,ARO:3002030,CMY-19,CMY-19,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-19,BAC76072.1,AB107899.1,16436707,1.0,-0.5418834978996633,-0.07302393889820546,0
1197,ARO:3002013,CMY-2,CMY-2,CMY beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,CMY-2,BAC76072.1,AB107899.1,33416461;8787910,2.0,-0.4889596511272619,-0.05077571137126173,0
1198,ARO:3002031,CMY-20,CMY-20,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-20,BAC76072.1,AB107899.1,18207348,1.0,-0.5418834978996633,-0.07302393889820546,0
1199,ARO:3002032,CMY-21,CMY-21,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-21,BAC76072.1,AB107899.1,16716570,1.0,-0.5418834978996633,-0.07302393889820546,0
1201,ARO:3002034,CMY-23,CMY-23,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-23,BAC76072.1,AB107899.1,17110393,1.0,-0.5418834978996633,-0.07302393889820546,0
1202,ARO:3002035,CMY-24,CMY-24,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-24,BAC76072.1,AB107899.1,17587551,1.0,-0.5418834978996633,-0.07302393889820546,0
1203,ARO:3002036,CMY-25,CMY-25,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-25,BAC76072.1,AB107899.1,19523051,1.0,-0.5418834978996633,-0.07302393889820546,0
1204,ARO:3002037,CMY-26,CMY-26,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-26,BAC76072.1,AB107899.1,17720829,1.0,-0.5418834978996633,-0.07302393889820546,0
1205,ARO:3002038,CMY-27,CMY-27,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-27,BAC76072.1,AB107899.1,19523051,1.0,-0.5418834978996633,-0.07302393889820546,0
1207,ARO:3002040,CMY-29,CMY-29,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-29,BAC76072.1,AB107899.1,19414570,1.0,-0.5418834978996633,-0.07302393889820546,0
1208,ARO:3002041,CMY-30,CMY-30,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-30,BAC76072.1,AB107899.1,19414570,1.0,-0.5418834978996633,-0.07302393889820546,0
1209,ARO:3002042,CMY-31,CMY-31,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-31,BAC76072.1,AB107899.1,18065410,1.0,-0.5418834978996633,-0.07302393889820546,0
1210,ARO:3002043,CMY-32,CMY-32,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-32,BAC76072.1,AB107899.1,19687234,1.0,-0.5418834978996633,-0.07302393889820546,0
1211,ARO:3002044,CMY-33,CMY-33,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-33,BAC76072.1,AB107899.1,19414578,1.0,-0.5418834978996633,-0.07302393889820546,0
1212,ARO:3002045,CMY-34,CMY-34,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-34,BAC76072.1,AB107899.1,21820821,1.0,-0.5418834978996633,-0.07302393889820546,0
1214,ARO:3002047,CMY-36,CMY-36,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-36,BAC76072.1,AB107899.1,19104021,1.0,-0.5418834978996633,-0.07302393889820546,0
1215,ARO:3002048,CMY-37,CMY-37,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-37,BAC76072.1,AB107899.1,18619820,1.0,-0.5418834978996633,-0.07302393889820546,0
1216,ARO:3002049,CMY-38,CMY-38,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-38,BAC76072.1,AB107899.1,18458126,1.0,-0.5418834978996633,-0.07302393889820546,0
1218,ARO:3002015,CMY-4,CMY-4,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-4,BAC76072.1,AB107899.1,9868767,1.0,-0.5418834978996633,-0.07302393889820546,0
1219,ARO:3002051,CMY-40,CMY-40,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-40,BAC76072.1,AB107899.1,19523051,1.0,-0.5418834978996633,-0.07302393889820546,0
1220,ARO:3002052,CMY-41,CMY-41,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-41,BAC76072.1,AB107899.1,19343954,1.0,-0.5418834978996633,-0.07302393889820546,0
1221,ARO:3002053,CMY-42,CMY-42,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-42,BAC76072.1,AB107899.1,21388298,1.0,-0.5418834978996633,-0.07302393889820546,0
1223,ARO:3002055,CMY-44,CMY-44,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-44,BAC76072.1,AB107899.1,19414578,1.0,-0.5418834978996633,-0.07302393889820546,0
1224,ARO:3002056,CMY-45,CMY-45,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-45,BAC76072.1,AB107899.1,21402851,1.0,-0.5418834978996633,-0.07302393889820546,0
1229,ARO:3002016,CMY-5,CMY-5,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-5,BAC76072.1,AB107899.1,10348751,1.0,-0.5418834978996633,-0.07302393889820546,0
1232,ARO:3002064,CMY-53,CMY-53,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-53,BAC76072.1,AB107899.1,21820821,1.0,-0.5418834978996633,-0.07302393889820546,0
1233,ARO:3002065,CMY-54,CMY-54,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-54,BAC76072.1,AB107899.1,28665771;22956023,2.0,-0.5418834978996633,-0.07302393889820546,0
1234,ARO:3002066,CMY-55,CMY-55,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-55,BAC76072.1,AB107899.1,22956023,1.0,-0.5418834978996633,-0.07302393889820546,0
1235,ARO:3002067,CMY-56,CMY-56,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-56,BAC76072.1,AB107899.1,22956023,1.0,-0.5418834978996633,-0.07302393889820546,0
1236,ARO:3002068,CMY-57,CMY-57,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-57,BAC76072.1,AB107899.1,22956023,1.0,-0.5418834978996633,-0.07302393889820546,0
1238,ARO:3002069,CMY-59,CMY-59,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-59,BAC76072.1,AB107899.1,23825726,1.0,-0.5418834978996633,-0.07302393889820546,0
1239,ARO:3002017,CMY-6,CMY-6,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-6,BAC76072.1,AB107899.1,9818739,1.0,-0.5418834978996633,-0.07302393889820546,0
1250,ARO:3002018,CMY-7,CMY-7,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-7,BAC76072.1,AB107899.1,12039894,1.0,-0.5418834978996633,-0.07302393889820546,0
1261,ARO:3002019,CMY-8,CMY-8,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-8,BAC76072.1,AB107899.1,10817689,1.0,-0.5418834978996633,-0.07302393889820546,0
1270,ARO:3002102,CMY-89,CMY-89,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-89,BAC76072.1,AB107899.1,24267783,1.0,-0.5418834978996633,-0.07302393889820546,0
1272,ARO:3002020,CMY-9,CMY-9,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-9,BAC76072.1,AB107899.1,12121914,1.0,-0.5418834978996633,-0.07302393889820546,0
1280,ARO:3002070,CMY-99,CMY-99,CMY beta-lactamase,cephalosporin,antibiotic inactivation,CMY-99,BAC76072.1,AB107899.1,24165184,1.0,-0.5418834978996633,-0.07302393889820546,0
1281,ARO:3004639,Corynebacterium striatum tetA,Corynebacterium striatum tetA,major facilitator superfamily (MFS) antibiotic efflux pump,penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Cstr_tetA,AMD83542.1,KT852971.1,10732668,1.0,0.5557171905795806,0.7793647528552629,1
1282,ARO:3003994,cpaA,cpaA,cpa acetyltransferase,aminoglycoside antibiotic,antibiotic inactivation,cpaA,APB03224.1,KX531054.1,27929110,1.0,-0.476923944263584,-0.08288098259507351,0
1283,ARO:3007075,cph,cph,capreomycin phosphotransferase,aminoglycoside antibiotic,antibiotic inactivation,cph,AAA92037.1,U13078.1,34994196;6163840,2.0,-0.476923944263584,-0.08288098259507351,0
1284,ARO:3003099,cphA2,cphA2,CphA beta-lactamase,carbapenem,antibiotic inactivation,cphA2,AAB03413.1,U60294.1,9021171;22009263,2.0,-0.4371838697608921,-0.03642524797878714,0
1291,ARO:3005063,cprR,cprR,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic efflux;antibiotic target alteration,cprR,AAG06942.1,AE004091.2,23006746,1.0,0.4978028310171047,0.07667096537269714,2
1292,ARO:3005064,cprS,cprS,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic efflux;antibiotic target alteration,cprS,AAG06942.1,AE004091.2,23006746,1.0,0.4978028310171047,0.07667096537269714,2
1293,ARO:3003716,CPS-1,CPS-1,CPS beta-lactamase,carbapenem,antibiotic inactivation,CPS-1,AJP77054.1,KP109675.1,26666948,1.0,-0.4371838697608921,-0.03642524797878714,0
1294,ARO:3000830,cpxA,cpxA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic,antibiotic efflux,cpxA,WP_001985623.1,NC_010410.1,22496764,1.0,0.5568529606033692,0.7832029491832313,1
1295,ARO:3005049,CrcB,CrcB,multidrug and toxic compound extrusion (MATE) transporter,aminoglycoside antibiotic,antibiotic efflux,CrcB,BAD89844.2,AB204810.2,35631066;23405357,2.0,0.4939603670929779,0.7271089639710028,1
1300,ARO:3000518,CRP,CRP,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam,antibiotic efflux,CRP,WP_001985623.1,NC_010410.1,18503189,1.0,0.557993382689182,0.7870791372255033,1
1302,ARO:3007118,crxA,crxA,subclass B1 Bacteroides xylanisolvens crx beta-lactamase,carbapenem,antibiotic inactivation,crxA,MBS5055441.1,JAGZKL010000021.1,35296904,1.0,-0.4371838697608921,-0.03642524797878714,0
1306,ARO:3001864,CTX-M-1,CTX-M-1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-1,CAA63262.1,X92506.1,8834913,1.0,-0.5418834978996633,-0.07302393889820546,0
1307,ARO:3001873,CTX-M-10,CTX-M-10,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-10,CAA63262.1,X92506.1,11158766,1.0,-0.5418834978996633,-0.07302393889820546,0
1308,ARO:3001959,CTX-M-100,CTX-M-100,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-100,CAA63262.1,X92506.1,23050014,1.0,-0.5418834978996633,-0.07302393889820546,0
1310,ARO:3001961,CTX-M-102,CTX-M-102,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-102,CAA63262.1,X92506.1,22325120,1.0,-0.5418834978996633,-0.07302393889820546,0
1311,ARO:3001962,CTX-M-103,CTX-M-103,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-103,CAA63262.1,X92506.1,23926164,1.0,-0.5418834978996633,-0.07302393889820546,0
1312,ARO:3001963,CTX-M-104,CTX-M-104,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-104,CAA63262.1,X92506.1,22325120,1.0,-0.5418834978996633,-0.07302393889820546,0
1313,ARO:3001965,CTX-M-105,CTX-M-105,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-105,CAA63262.1,X92506.1,22407683,1.0,-0.5418834978996633,-0.07302393889820546,0
1315,ARO:3001967,CTX-M-107,CTX-M-107,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-107,CAA63262.1,X92506.1,21859815,1.0,-0.5418834978996633,-0.07302393889820546,0
1316,ARO:3001968,CTX-M-108,CTX-M-108,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-108,CAA63262.1,X92506.1,21859815,1.0,-0.5418834978996633,-0.07302393889820546,0
1317,ARO:3001969,CTX-M-109,CTX-M-109,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-109,CAA63262.1,X92506.1,21859815,1.0,-0.5418834978996633,-0.07302393889820546,0
1319,ARO:3001970,CTX-M-110,CTX-M-110,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-110,CAA63262.1,X92506.1,21859815,1.0,-0.5418834978996633,-0.07302393889820546,0
1320,ARO:3001971,CTX-M-111,CTX-M-111,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-111,CAA63262.1,X92506.1,21859815,1.0,-0.5418834978996633,-0.07302393889820546,0
1321,ARO:3001972,CTX-M-112,CTX-M-112,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-112,CAA63262.1,X92506.1,21859815,1.0,-0.5418834978996633,-0.07302393889820546,0
1322,ARO:3001973,CTX-M-113,CTX-M-113,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-113,CAA63262.1,X92506.1,21859815,1.0,-0.5418834978996633,-0.07302393889820546,0
1324,ARO:3001975,CTX-M-115,CTX-M-115,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-115,CAA63262.1,X92506.1,23982021,1.0,-0.5418834978996633,-0.07302393889820546,0
1325,ARO:3001976,CTX-M-116,CTX-M-116,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-116,CAA63262.1,X92506.1,23318795,1.0,-0.5418834978996633,-0.07302393889820546,0
1326,ARO:3001977,CTX-M-117,CTX-M-117,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-117,CAA63262.1,X92506.1,23127481,1.0,-0.5418834978996633,-0.07302393889820546,0
1327,ARO:3001875,CTX-M-12,CTX-M-12,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-12,CAA63262.1,X92506.1,11408239,1.0,-0.5418834978996633,-0.07302393889820546,0
1328,ARO:3001980,CTX-M-121,CTX-M-121,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-121,CAA63262.1,X92506.1,23892737,1.0,-0.5418834978996633,-0.07302393889820546,0
1330,ARO:3001982,CTX-M-123,CTX-M-123,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-123,CAA63262.1,X92506.1,23752509,1.0,-0.5418834978996633,-0.07302393889820546,0
1331,ARO:3001983,CTX-M-124,CTX-M-124,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-124,CAA63262.1,X92506.1,22314536,1.0,-0.5418834978996633,-0.07302393889820546,0
1332,ARO:3001984,CTX-M-125,CTX-M-125,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-125,CAA63262.1,X92506.1,24040123,1.0,-0.5418834978996633,-0.07302393889820546,0
1336,ARO:3001876,CTX-M-13,CTX-M-13,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-13,CAA63262.1,X92506.1,11850241,1.0,-0.5418834978996633,-0.07302393889820546,0
1345,ARO:3001877,CTX-M-14,CTX-M-14,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-14,CAA63262.1,X92506.1,11850241,1.0,-0.5418834978996633,-0.07302393889820546,0
